branch-load-misses,branch-loads,dTLB-loads,dTLB-stores,iTLB-loads,iTLB-stores,L1-dcache-load-misses,L1-dcache-store-misses,L1-dcache-stores,L1-icache-load-misses,L1-icache-store-misses,node-loads,node-stores,branch-instructions,branch-misses,instructions,type,apk
259145045,259145045,963813546,963815934,10817874,10817874,11385578,0,1068733575,11763113,0,0,0,228185907,8596055,3657105594,benign,8DCA4433C10BD0EC6884864B6BDF06C40E225C9D33D6B45E70685303927225CF.apk
265014037,265059041,989307409,989318618,10817874,10817874,11385578,0,1073554418,11986368,0,0,0,234687323,8820689,3770236272,benign,8DCA4433C10BD0EC6884864B6BDF06C40E225C9D33D6B45E70685303927225CF.apk
273600219,273624416,1024626810,1024735314,10817874,10817874,11385578,0,1080147160,12212819,0,0,0,236475504,8963732,3783537009,benign,8DCA4433C10BD0EC6884864B6BDF06C40E225C9D33D6B45E70685303927225CF.apk
282387531,282405456,1061691996,1061793318,10817874,10817874,11385578,0,1085981139,12423685,0,0,0,238143226,9102222,3795677325,benign,8DCA4433C10BD0EC6884864B6BDF06C40E225C9D33D6B45E70685303927225CF.apk
288849212,288887174,1089971823,1090101726,10817874,10817874,11385578,0,1094427702,12657235,0,0,0,238149427,9104045,3795724789,benign,8DCA4433C10BD0EC6884864B6BDF06C40E225C9D33D6B45E70685303927225CF.apk
295304713,295330862,1117724731,1117829542,10817874,10817874,11385578,0,1101284443,12924396,0,0,0,239945621,9217876,3812589447,benign,8DCA4433C10BD0EC6884864B6BDF06C40E225C9D33D6B45E70685303927225CF.apk
301711177,301711177,1144210157,1144210157,10817874,10817874,11385578,0,1104546341,13072676,0,0,0,240911587,9342111,3821312791,benign,8DCA4433C10BD0EC6884864B6BDF06C40E225C9D33D6B45E70685303927225CF.apk
307936608,307960158,1171255022,1171364921,10817874,10817874,11385578,0,1109910612,13217327,0,0,0,243180568,9770424,3841189654,benign,8DCA4433C10BD0EC6884864B6BDF06C40E225C9D33D6B45E70685303927225CF.apk
310448993,310448993,1181814023,1181814023,10817874,10817874,11385578,0,1130236258,13417501,0,0,0,247737963,10123714,3914119210,benign,8DCA4433C10BD0EC6884864B6BDF06C40E225C9D33D6B45E70685303927225CF.apk
310448993,310448993,1181814023,1181814023,10817874,10817874,11385578,0,1143467456,13546765,0,0,0,252734880,10380242,3993459920,benign,8DCA4433C10BD0EC6884864B6BDF06C40E225C9D33D6B45E70685303927225CF.apk
316251378,316254309,1207002440,1207002440,10817874,10817874,11385578,0,1161055611,13780654,0,0,0,256749724,10520845,4054596373,benign,8DCA4433C10BD0EC6884864B6BDF06C40E225C9D33D6B45E70685303927225CF.apk
322212940,322224393,1232721951,1232741644,10817874,10817874,11385578,0,1168800003,14008614,0,0,0,262762956,11510650,4107004999,benign,8DCA4433C10BD0EC6884864B6BDF06C40E225C9D33D6B45E70685303927225CF.apk
323239902,323245071,1235350530,1235362714,10817874,10817874,11385578,0,1177591971,14196666,0,0,0,271544357,12620993,4208451509,benign,8DCA4433C10BD0EC6884864B6BDF06C40E225C9D33D6B45E70685303927225CF.apk
329653766,329653766,1261708938,1261708938,10817874,10817874,11385578,0,1186839017,14436441,0,0,0,276296464,12998038,4259173581,benign,8DCA4433C10BD0EC6884864B6BDF06C40E225C9D33D6B45E70685303927225CF.apk
339647220,339669351,1302979883,1303080420,10817874,10817874,11385578,0,1191125377,14608732,0,0,0,279392710,13227591,4297910306,benign,8DCA4433C10BD0EC6884864B6BDF06C40E225C9D33D6B45E70685303927225CF.apk
345810460,345810460,1328975957,1328975957,10817874,10817874,11385578,0,1194245616,14729224,0,0,0,285521662,13530595,4364738176,benign,8DCA4433C10BD0EC6884864B6BDF06C40E225C9D33D6B45E70685303927225CF.apk
356656311,356656311,1376907951,1376907951,10817874,10817874,11385578,0,1207427748,14858484,0,0,0,289852376,13706906,4432882481,benign,8DCA4433C10BD0EC6884864B6BDF06C40E225C9D33D6B45E70685303927225CF.apk
363032707,363081573,1403360038,1403573449,10817874,10817874,11385578,0,1223348659,15060136,0,0,0,292611330,13965111,4458301246,benign,8DCA4433C10BD0EC6884864B6BDF06C40E225C9D33D6B45E70685303927225CF.apk
371226382,371245497,1434671519,1434763565,10817874,10817874,11385578,0,1248865413,15234053,0,0,0,294836678,14217330,4482010288,benign,8DCA4433C10BD0EC6884864B6BDF06C40E225C9D33D6B45E70685303927225CF.apk
381013920,381030364,1477503051,1477584504,10817874,10817874,11385578,0,1256123113,15464550,0,0,0,295720639,14315856,4489466050,benign,8DCA4433C10BD0EC6884864B6BDF06C40E225C9D33D6B45E70685303927225CF.apk
384054606,384054606,1485512201,1485512201,10817874,10817874,11385578,0,1263119965,15669751,0,0,0,301215966,14523278,4558293204,benign,8DCA4433C10BD0EC6884864B6BDF06C40E225C9D33D6B45E70685303927225CF.apk
385529104,385529104,1489159424,1489159424,10817874,10817874,11385578,0,1265739388,15727611,0,0,0,305011270,14707126,4587363670,benign,8DCA4433C10BD0EC6884864B6BDF06C40E225C9D33D6B45E70685303927225CF.apk
388426388,388426837,1497004046,1497004046,10817874,10817874,11385578,0,1265799257,15733219,0,0,0,307967681,14844087,4609167569,benign,8DCA4433C10BD0EC6884864B6BDF06C40E225C9D33D6B45E70685303927225CF.apk
391656385,391680113,1506118755,1506232964,10817874,10817874,11385578,0,1265823432,15735971,0,0,0,309412619,14965530,4624108709,benign,8DCA4433C10BD0EC6884864B6BDF06C40E225C9D33D6B45E70685303927225CF.apk
399012478,399044515,1534845864,1534852486,10817874,10817874,11385578,0,1265823432,15735971,0,0,0,314575399,15154791,4705076646,benign,8DCA4433C10BD0EC6884864B6BDF06C40E225C9D33D6B45E70685303927225CF.apk
400546351,400546351,1538621359,1538621359,10817874,10817874,11385578,0,1265823432,15735971,0,0,0,316689338,15284536,4730946760,benign,8DCA4433C10BD0EC6884864B6BDF06C40E225C9D33D6B45E70685303927225CF.apk
407171240,407171240,1565331436,1565331436,10817874,10817874,11385578,0,1265823432,15735971,0,0,0,324104778,15543755,4851659621,benign,8DCA4433C10BD0EC6884864B6BDF06C40E225C9D33D6B45E70685303927225CF.apk
